"team1player1","team1player2","team1player3","team1player4","team1player5","team2player1","team2player2","team2player3","team2player4","team2player5","team1_points","team2_points","turnovers","timeofpos"
"Shai Gilgeous-Alexander","Darius Bazley","Luguentz Dort","Ty Jerome","Mike Muscala","Pat Connaughton","Semi Ojeleye","George Hill","Jrue Holiday","Giannis Antetokounmpo",3,3,0,22
"Shai Gilgeous-Alexander","Darius Bazley","Theo Maledon","Jeremiah Robinson-Earl","Josh Giddey","Luke Kennard","Amir Coffey","Nicolas Batum","Paul George","Reggie Jackson",0,0,0,3
"Shai Gilgeous-Alexander","Darius Bazley","Theo Maledon","Jeremiah Robinson-Earl","Josh Giddey","Luke Kennard","Isaiah Hartenstein","Terance Mann","Paul George","Reggie Jackson",1,0,0,4
"Shai Gilgeous-Alexander","Darius Bazley","Theo Maledon","Jeremiah Robinson-Earl","Josh Giddey","Luke Kennard","Terance Mann","Nicolas Batum","Paul George","Reggie Jackson",5,7,0,12
"Shai Gilgeous-Alexander","Darius Bazley","Theo Maledon","Josh Giddey","Mike Muscala","Justise Winslow","Luke Kennard","Nicolas Batum","Paul George","Reggie Jackson",0,0,0,5
"Shai Gilgeous-Alexander","Darius Bazley","Theo Maledon","Josh Giddey","Mike Muscala","Justise Winslow","Terance Mann","Nicolas Batum","Paul George","Reggie Jackson",0,2,0,4
"Shai Gilgeous-Alexander","Darius Bazley","Theo Maledon","Josh Giddey","Mike Muscala","Luke Kennard","Amir Coffey","Nicolas Batum","Paul George","Reggie Jackson",0,0,0,5
"Shai Gilgeous-Alexander","Darius Bazley","Theo Maledon","Josh Giddey","Mike Muscala","Luke Kennard","Terance Mann","Nicolas Batum","Paul George","Reggie Jackson",3,9,0,24
"Shai Gilgeous-Alexander","Darius Bazley","Ty Jerome","Aleksej Pokusevski","Mike Muscala","Bobby Portis","Pat Connaughton","Semi Ojeleye","George Hill","Khris Middleton",2,0,0,7
"Shai Gilgeous-Alexander","Darius Bazley","Ty Jerome","Jeremiah Robinson-Earl","Josh Giddey","Christian Wood","Danuel House Jr.","Kevin Porter Jr.","Garrison Mathews","Eric Gordon",2,0,0,9
"Shai Gilgeous-Alexander","Darius Bazley","Ty Jerome","Jeremiah Robinson-Earl","Josh Giddey","Pat Connaughton","Grayson Allen","George Hill","Jrue Holiday","Giannis Antetokounmpo",4,2,0,63
"Shai Gilgeous-Alexander","Darius Bazley","Ty Jerome","Jeremiah Robinson-Earl","Josh Giddey","Rajon Rondo","Avery Bradley","Anthony Davis","Kent Bazemore","Carmelo Anthony",1,0,0,6
"Shai Gilgeous-Alexander","Darius Bazley","Ty Jerome","Jeremiah Robinson-Earl","Josh Giddey","Rajon Rondo","DeAndre Jordan","Wayne Ellington","Avery Bradley","Anthony Davis",2,2,0,10
"Shai Gilgeous-Alexander","Darius Bazley","Ty Jerome","Jeremiah Robinson-Earl","Josh Giddey","Rajon Rondo","Wayne Ellington","Avery Bradley","Anthony Davis","Carmelo Anthony",2,0,0,0
"Shai Gilgeous-Alexander","Darius Bazley","Ty Jerome","Jeremiah Robinson-Earl","Mike Muscala","Bobby Portis","Pat Connaughton","Semi Ojeleye","George Hill","Khris Middleton",3,2,0,14
"Shai Gilgeous-Alexander","Darius Bazley","Ty Jerome","Josh Giddey","Derrick Favors","Al Horford","Dennis Schroder","Marcus Smart","Jayson Tatum","Grant Williams",4,7,0,17
"Shai Gilgeous-Alexander","Kenrich Williams","Aleksej Pokusevski","Jeremiah Robinson-Earl","Tre Mann","Devonte' Graham","Herbert Jones","Garrett Temple","Jonas Valanciunas","Tomas Satoransky",4,7,0,15
"Shai Gilgeous-Alexander","Kenrich Williams","Aleksej Pokusevski","Tre Mann","Derrick Favors","Christian Wood","Danuel House Jr.","Alperen Sengun","Eric Gordon","D.J. Augustin",2,3,0,17
"Shai Gilgeous-Alexander","Kenrich Williams","Aleksej Pokusevski","Tre Mann","Derrick Favors","Danuel House Jr.","Jae'Sean Tate","Alperen Sengun","Eric Gordon","D.J. Augustin",0,1,0,3
"Shai Gilgeous-Alexander","Kenrich Williams","Aleksej Pokusevski","Tre Mann","Derrick Favors","Josh Jackson","Frank Jackson","Saben Lee","Luka Garza","Jerami Grant",3,2,0,12
"Shai Gilgeous-Alexander","Kenrich Williams","Aleksej Pokusevski","Tre Mann","Mike Muscala","Devin Booker","Cameron Payne","Landry Shamet","Cameron Johnson","JaVale McGee",1,0,0,2
"Shai Gilgeous-Alexander","Kenrich Williams","Aleksej Pokusevski","Tre Mann","Mike Muscala","Devonte' Graham","Nickeil Alexander-Walker","Herbert Jones","Jonas Valanciunas","Tomas Satoransky",0,0,0,16
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Aleksej Pokusevski","Mike Muscala","Chris Chiozza","Jordan Poole","Nemanja Bjelica","Draymond Green","Andre Iguodala",0,2,0,39
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Aleksej Pokusevski","Mike Muscala","Devin Booker","Cameron Payne","Landry Shamet","Cameron Johnson","JaVale McGee",2,5,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Aleksej Pokusevski","Tre Mann","Dillon Brooks","De'Anthony Melton","John Konchar","Xavier Tillman","Kyle Anderson",5,2,0,12
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Aleksej Pokusevski","Tre Mann","Dillon Brooks","Jaren Jackson Jr.","Ja Morant","John Konchar","Xavier Tillman",2,4,0,24
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Isaiah Roby","Aleksej Pokusevski","Eric Paschall","Mike Conley","Rudy Gobert","Jordan Clarkson","Joe Ingles",2,0,0,3
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Jeremiah Robinson-Earl","Aaron Wiggins","Dillon Brooks","Jaren Jackson Jr.","Ja Morant","John Konchar","Xavier Tillman",0,2,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Jeremiah Robinson-Earl","Tre Mann","Dillon Brooks","Jaren Jackson Jr.","Ja Morant","John Konchar","Xavier Tillman",2,0,0,3
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Josh Giddey","Derrick Favors","Dillon Brooks","Jaren Jackson Jr.","De'Anthony Melton","John Konchar","Steven Adams",0,5,0,8
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Josh Giddey","Mike Muscala","Chris Chiozza","Jordan Poole","Nemanja Bjelica","Draymond Green","Andrew Wiggins",0,2,0,8
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Josh Giddey","Mike Muscala","Luke Kennard","Terance Mann","Nicolas Batum","Paul George","Reggie Jackson",0,4,0,9
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Derrick Favors","Austin Reaves","Russell Westbrook","Avery Bradley","Anthony Davis","Carmelo Anthony",7,5,0,14
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Derrick Favors","Devonte' Graham","Nickeil Alexander-Walker","Herbert Jones","Garrett Temple","Jonas Valanciunas",2,3,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Derrick Favors","Devonte' Graham","Nickeil Alexander-Walker","Herbert Jones","Jonas Valanciunas","Tomas Satoransky",2,5,0,43
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Derrick Favors","Jerami Grant","Killian Hayes","Saddiq Bey","Isaiah Stewart","Cade Cunningham",0,2,0,25
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Derrick Favors","Kevon Looney","Moses Moody","Stephen Curry","Draymond Green","Andrew Wiggins",5,6,0,34
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Derrick Favors","Killian Hayes","Saddiq Bey","Isaiah Stewart","Cade Cunningham","Jerami Grant",10,5,0,19
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Derrick Favors","Killian Hayes","Saddiq Bey","Luka Garza","Cade Cunningham","Jerami Grant",2,2,0,11
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Bobby Portis","Pat Connaughton","Semi Ojeleye","George Hill","Jrue Holiday",6,5,0,19
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Bruno Fernando","Aaron Nesmith","Payton Pritchard","Brodric Thomas","Sam Hauser",5,2,0,7
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Christian Wood","Kevin Porter Jr.","Jae'Sean Tate","Alperen Sengun","Eric Gordon",0,6,0,19
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Jayson Tatum","Grant Williams","Al Horford","Dennis Schroder","Marcus Smart",6,2,0,41
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Jerami Grant","Killian Hayes","Saddiq Bey","Isaiah Stewart","Cade Cunningham",2,3,0,23
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Jordan Poole","Stephen Curry","Draymond Green","Otto Porter Jr.","Andrew Wiggins",3,0,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Pat Connaughton","George Hill","Jrue Holiday","Khris Middleton","Giannis Antetokounmpo",0,0,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Pat Connaughton","Grayson Allen","Jrue Holiday","Khris Middleton","Giannis Antetokounmpo",0,2,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Jeremiah Robinson-Earl","Pat Connaughton","Grayson Allen","Justin Robinson","Jrue Holiday","Giannis Antetokounmpo",0,0,0,3
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Josh Giddey","Bobby Portis","Pat Connaughton","George Hill","Jrue Holiday","Giannis Antetokounmpo",0,2,0,23
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Mike Muscala","Austin Reaves","Russell Westbrook","Avery Bradley","Anthony Davis","Carmelo Anthony",5,9,0,27
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Mike Muscala","Devonte' Graham","Nickeil Alexander-Walker","Herbert Jones","Jonas Valanciunas","Tomas Satoransky",0,2,0,16
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Mike Muscala","Killian Hayes","Saddiq Bey","Isaiah Stewart","Cade Cunningham","Jerami Grant",16,6,0,39
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Mike Muscala","Nickeil Alexander-Walker","Kira Lewis Jr.","Herbert Jones","Garrett Temple","Jonas Valanciunas",2,0,0,6
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Mike Muscala","Pascal Siakam","Fred VanVleet","Chris Boucher","Gary Trent Jr.","Scottie Barnes",7,3,0,37
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Mike Muscala","Pascal Siakam","Fred VanVleet","Chris Boucher","Gary Trent Jr.","Yuta Watanabe",5,8,0,7
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Mike Muscala","Pascal Siakam","Fred VanVleet","Gary Trent Jr.","Justin Champagnie","Scottie Barnes",4,5,1,17
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Ty Jerome","Devonte' Graham","Jaxson Hayes","Nickeil Alexander-Walker","Herbert Jones","Garrett Temple",5,0,0,24
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Luguentz Dort","Ty Jerome","Josh Hart","Devonte' Graham","Jaxson Hayes","Herbert Jones","Garrett Temple",2,4,0,17
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Theo Maledon","Jeremiah Robinson-Earl","Christian Wood","Daniel Theis","Kevin Porter Jr.","Jae'Sean Tate","Eric Gordon",2,4,0,21
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Theo Maledon","Jeremiah Robinson-Earl","Justise Winslow","Luke Kennard","Isaiah Hartenstein","Terance Mann","Reggie Jackson",4,4,0,47
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Theo Maledon","Jeremiah Robinson-Earl","Luke Kennard","Terance Mann","Nicolas Batum","Paul George","Reggie Jackson",0,0,0,2
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Theo Maledon","Mike Muscala","Luke Kennard","Isaiah Hartenstein","Terance Mann","Paul George","Reggie Jackson",3,0,1,2
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Tre Mann","Mike Muscala","Cameron Payne","Landry Shamet","Cameron Johnson","JaVale McGee","Elfrid Payton",7,5,0,5
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Tre Mann","Mike Muscala","Devin Booker","Cameron Payne","Landry Shamet","Cameron Johnson","JaVale McGee",2,1,0,28
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Ty Jerome","Derrick Favors","Austin Reaves","Rajon Rondo","Avery Bradley","Anthony Davis","Kent Bazemore",0,0,0,13
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Ty Jerome","Derrick Favors","Austin Reaves","Rajon Rondo","Avery Bradley","Kent Bazemore","Dwight Howard",3,0,0,29
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Ty Jerome","Jeremiah Robinson-Earl","Josh Richardson","Grant Williams","Aaron Nesmith","Al Horford","Dennis Schroder",16,8,0,32
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Ty Jerome","Jeremiah Robinson-Earl","Josh Richardson","Romeo Langford","Grant Williams","Al Horford","Dennis Schroder",5,5,0,14
"Shai Gilgeous-Alexander","Kenrich Williams","Darius Bazley","Ty Jerome","Jeremiah Robinson-Earl","Josh Richardson","Romeo Langford","Grant Williams","Enes Freedom","Dennis Schroder",2,0,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Isaiah Roby","Aleksej Pokusevski","Tre Mann","Eric Paschall","Mike Conley","Rudy Gobert","Jordan Clarkson","Joe Ingles",10,10,0,20
"Shai Gilgeous-Alexander","Kenrich Williams","Jeremiah Robinson-Earl","Tre Mann","Josh Giddey","Chris Paul","Landry Shamet","Cameron Johnson","JaVale McGee","Jae Crowder",5,2,0,5
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Aaron Wiggins","Mike Muscala","Chris Paul","Devin Booker","Mikal Bridges","Deandre Ayton","Jae Crowder",0,0,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Aaron Wiggins","Mike Muscala","Dillon Brooks","Jaren Jackson Jr.","Ja Morant","Desmond Bane","Kyle Anderson",7,4,0,31
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Aleksej Pokusevski","Jeremiah Robinson-Earl","Chris Paul","Devin Booker","Mikal Bridges","Deandre Ayton","Jae Crowder",7,4,0,43
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Aleksej Pokusevski","Mike Muscala","Chris Chiozza","Stephen Curry","Nemanja Bjelica","Otto Porter Jr.","Andre Iguodala",2,4,0,6
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Aleksej Pokusevski","Mike Muscala","Devonte' Graham","Nickeil Alexander-Walker","Herbert Jones","Jonas Valanciunas","Tomas Satoransky",0,2,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Gabriel Deck","Jeremiah Robinson-Earl","Christian Wood","Jalen Green","Jae'Sean Tate","Alperen Sengun","Eric Gordon",4,4,0,13
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Gabriel Deck","Jeremiah Robinson-Earl","Christian Wood","Kevin Porter Jr.","Jae'Sean Tate","Alperen Sengun","Eric Gordon",1,0,0,2
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Isaiah Roby","Aaron Wiggins","Jayson Tatum","Grant Williams","Enes Freedom","Dennis Schroder","Marcus Smart",5,2,0,9
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Jeremiah Robinson-Earl","Aaron Wiggins","Bobby Portis","Pat Connaughton","Semi Ojeleye","George Hill","Jrue Holiday",0,0,0,10
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Chris Paul","Devin Booker","Deandre Ayton","Cameron Johnson","Jae Crowder",8,5,0,15
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Jeremiah Robinson-Earl","Josh Giddey","Chris Paul","Landry Shamet","Cameron Johnson","JaVale McGee","Jae Crowder",2,2,0,14
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Jeremiah Robinson-Earl","Mike Muscala","Chris Chiozza","Stephen Curry","Nemanja Bjelica","Draymond Green","Andre Iguodala",1,0,0,5
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Jeremiah Robinson-Earl","Mike Muscala","Chris Chiozza","Stephen Curry","Nemanja Bjelica","Otto Porter Jr.","Andre Iguodala",0,3,0,26
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Josh Giddey","Aaron Wiggins","Dillon Brooks","Jaren Jackson Jr.","Ja Morant","Desmond Bane","Kyle Anderson",0,2,0,3
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Josh Giddey","Derrick Favors","Austin Reaves","Russell Westbrook","Avery Bradley","Anthony Davis","Carmelo Anthony",12,6,0,30
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Josh Giddey","Derrick Favors","Trey Lyles","Frank Jackson","Saddiq Bey","Saben Lee","Cade Cunningham",3,4,0,34
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Josh Giddey","Mike Muscala","Dillon Brooks","Jaren Jackson Jr.","Ja Morant","Desmond Bane","Kyle Anderson",11,7,0,34
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Josh Giddey","Mike Muscala","Malik Monk","Austin Reaves","Rajon Rondo","Anthony Davis","Kent Bazemore",1,0,0,9
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Josh Giddey","Mike Muscala","Malik Monk","Austin Reaves","Russell Westbrook","Carmelo Anthony","Dwight Howard",2,2,0,8
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Tre Mann","Derrick Favors","Frank Jackson","Killian Hayes","Luka Garza","Cade Cunningham","Jerami Grant",3,0,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Tre Mann","Derrick Favors","Frank Jackson","Saben Lee","Luka Garza","Cade Cunningham","Jerami Grant",3,3,0,14
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Tre Mann","Derrick Favors","Fred VanVleet","Isaac Bonga","Yuta Watanabe","Scottie Barnes","Dalano Banton",8,0,0,31
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Tre Mann","Derrick Favors","Fred VanVleet","Svi Mykhailiuk","Isaac Bonga","Yuta Watanabe","Scottie Barnes",3,8,0,5
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Tre Mann","Mike Muscala","Dillon Brooks","Jaren Jackson Jr.","De'Anthony Melton","John Konchar","Kyle Anderson",4,3,0,39
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Ty Jerome","Derrick Favors","Malik Monk","Austin Reaves","Rajon Rondo","Carmelo Anthony","Dwight Howard",2,0,0,21
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Ty Jerome","Mike Muscala","Austin Reaves","Rajon Rondo","Russell Westbrook","Anthony Davis","Kent Bazemore",0,0,0,5
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Ty Jerome","Mike Muscala","Frank Jackson","Isaiah Stewart","Saben Lee","Cade Cunningham","Jerami Grant",3,0,0,13
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Ty Jerome","Mike Muscala","Gary Payton II","Chris Chiozza","Draymond Green","Andrew Wiggins","Andre Iguodala",0,0,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Ty Jerome","Mike Muscala","Saddiq Bey","Isaiah Stewart","Saben Lee","Cade Cunningham","Jerami Grant",0,0,0,5
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Ty Jerome","Mike Muscala","Trey Lyles","Frank Jackson","Saben Lee","Cade Cunningham","Jerami Grant",2,3,0,9
"Shai Gilgeous-Alexander","Kenrich Williams","Luguentz Dort","Ty Jerome","Mike Muscala","Trey Lyles","Josh Jackson","Frank Jackson","Saben Lee","Jerami Grant",0,0,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Theo Maledon","Aleksej Pokusevski","Mike Muscala","Justise Winslow","Luke Kennard","Isaiah Hartenstein","Paul George","Eric Bledsoe",0,0,0,22
"Shai Gilgeous-Alexander","Kenrich Williams","Theo Maledon","Aleksej Pokusevski","Mike Muscala","Justise Winslow","Luke Kennard","Isaiah Hartenstein","Terance Mann","Eric Bledsoe",2,2,0,11
"Shai Gilgeous-Alexander","Kenrich Williams","Theo Maledon","Aleksej Pokusevski","Mike Muscala","Luke Kennard","Isaiah Hartenstein","Terance Mann","Nicolas Batum","Eric Bledsoe",2,3,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Theo Maledon","Aleksej Pokusevski","Mike Muscala","Luke Kennard","Isaiah Hartenstein","Terance Mann","Nicolas Batum","Reggie Jackson",3,0,0,11
"Shai Gilgeous-Alexander","Kenrich Williams","Theo Maledon","Jeremiah Robinson-Earl","Tre Mann","Christian Wood","Danuel House Jr.","Alperen Sengun","Eric Gordon","D.J. Augustin",2,0,0,0
"Shai Gilgeous-Alexander","Kenrich Williams","Theo Maledon","Josh Giddey","Mike Muscala","Luke Kennard","Isaiah Hartenstein","Terance Mann","Paul George","Eric Bledsoe",3,2,0,14
"Shai Gilgeous-Alexander","Kenrich Williams","Theo Maledon","Josh Giddey","Mike Muscala","Luke Kennard","Isaiah Hartenstein","Terance Mann","Paul George","Reggie Jackson",4,3,0,38
"Shai Gilgeous-Alexander","Kenrich Williams","Theo Maledon","Josh Giddey","Mike Muscala","Luke Kennard","Terance Mann","Nicolas Batum","Paul George","Reggie Jackson",8,7,0,35
"Shai Gilgeous-Alexander","Kenrich Williams","Ty Jerome","Aleksej Pokusevski","Jeremiah Robinson-Earl","Austin Reaves","Rajon Rondo","Russell Westbrook","Anthony Davis","Carmelo Anthony",2,4,0,5
"Shai Gilgeous-Alexander","Kenrich Williams","Ty Jerome","Aleksej Pokusevski","Jeremiah Robinson-Earl","Josh Richardson","Romeo Langford","Grant Williams","Enes Freedom","Dennis Schroder",8,11,0,5
"Shai Gilgeous-Alexander","Kenrich Williams","Ty Jerome","Aleksej Pokusevski","Jeremiah Robinson-Earl","Rajon Rondo","Wayne Ellington","Avery Bradley","Anthony Davis","Carmelo Anthony",5,3,1,19
